Industry,Contract_Plan,Billing_Cycle,Onboarding_Tier,Monthly_Contract_Value,Tenure_Months,Licensed_Seats,Active_Seats,Support_Tickets,Unresolved_Bugs,API_Calls_Monthly,Churn
Media,Growth,Annual,Dedicated-CSM,1497.9,30,19,7,2,1,90573.0,0
FinTech,Custom,Monthly,Self-Serve,1028.61,15,17,14,0,0,7031.0,0
EdTech,Growth,Annual,Dedicated-CSM,1156.86,4,20,15,3,1,8408.0,0
FinTech,Growth,Monthly,Self-Serve,348.12,40,19,4,4,3,46645.0,1
E-Commerce,Startup,Annual,Dedicated-CSM,1813.48,1,17,6,2,0,84850.0,0
FinTech,Startup,Monthly,Assisted,2322.65,4,25,17,0,0,10511.0,0
E-Commerce,Enterprise,Annual,Assisted,2037.56,25,19,11,4,2,6063.0,0
EdTech,Growth,Annual,Assisted,3238.67,22,13,8,2,1,4024.0,0
HealthTech,Growth,Monthly,,1589.7,6,30,11,4,2,1258.0,0
EdTech,Startup,Monthly,Self-Serve,2011.99,1,11,8,1,1,6192.0,0
EdTech,Startup,Monthly,Self-Serve,1529.47,35,20,8,2,0,142966.0,0
Media,Custom,Monthly,Self-Serve,2402.87,6,19,9,2,1,5007.0,0
FinTech,Growth,Annual,Self-Serve,350.5,3,19,9,0,0,45510.0,0
HealthTech,Growth,Annual,Assisted,626.69,13,14,10,2,0,126894.0,0
FinTech,Startup,Quarterly,Assisted,5160.89,43,22,5,3,1,49419.0,0
Media,Growth,Annual,Self-Serve,165.44,1,20,7,3,1,1665.0,0
Media,Custom,Annual,Dedicated-CSM,1188.98,26,20,7,4,0,45368.0,0
E-Commerce,Growth,Annual,Assisted,3627.99,15,22,6,4,1,116686.0,0
Logistics,Startup,Monthly,Dedicated-CSM,1237.35,9,15,5,2,1,19472.0,0
E-Commerce,Growth,Monthly,Assisted,949.31,24,17,11,3,2,18817.0,1
E-Commerce,Enterprise,Monthly,Self-Serve,1495.19,60,18,14,2,1,14308.0,0
FinTech,Growth,Quarterly,Assisted,992.12,4,21,15,5,3,35215.0,1
EdTech,Enterprise,Monthly,Assisted,1375.02,2,20,11,3,0,13587.0,0
FinTech,Growth,Monthly,Self-Serve,749.29,43,19,4,2,0,64329.0,0
Logistics,Enterprise,Monthly,Self-Serve,3437.07,19,15,14,2,2,51762.0,0
EdTech,Growth,Annual,Self-Serve,4490.75,10,18,6,5,3,25606.0,0
EdTech,Startup,Monthly,Self-Serve,1195.86,15,17,12,2,0,64107.0,0
FinTech,Startup,Monthly,Assisted,412.19,24,16,14,2,1,5185.0,0
HealthTech,Startup,Monthly,Assisted,858.11,26,18,13,2,0,69220.0,0
HealthTech,Custom,Monthly,,1145.52,45,20,7,1,0,46179.0,0
HealthTech,Enterprise,Quarterly,Assisted,2058.45,10,16,7,5,3,49724.0,0
FinTech,Growth,Monthly,Assisted,568.61,6,21,4,3,2,3342.0,1
Media,Startup,Monthly,Self-Serve,696.6,18,16,11,3,0,48134.0,0
E-Commerce,Startup,Quarterly,Self-Serve,2067.46,9,12,8,1,0,34073.0,0
HealthTech,Enterprise,Monthly,Self-Serve,2975.22,16,19,14,5,1,33263.0,0
HealthTech,Growth,Monthly,Self-Serve,789.69,9,30,6,2,1,19420.0,0
HealthTech,Startup,Annual,Self-Serve,431.28,2,13,11,1,0,382.0,0
E-Commerce,Growth,Monthly,Self-Serve,20000.0,11,23,18,2,2,27464.0,1
E-Commerce,Startup,Monthly,Assisted,2606.62,21,18,5,3,2,25618.0,1
Media,Startup,Monthly,Assisted,1067.47,28,23,10,2,0,27479.0,0
E-Commerce,Growth,Quarterly,,2803.65,12,25,17,0,0,47337.0,0
Media,Startup,Quarterly,Self-Serve,1204.97,3,17,10,1,0,17827.0,0
Logistics,Custom,Quarterly,Assisted,2799.18,9,20,5,0,0,15693.0,0
FinTech,Startup,Annual,Dedicated-CSM,1533.77,27,19,5,3,1,34436.0,0
Media,Startup,Monthly,Assisted,1447.48,9,18,14,0,0,44863.0,0
FinTech,Startup,Monthly,Assisted,1216.16,21,20,6,1,0,41889.0,0
Logistics,Enterprise,Annual,Self-Serve,391.4,12,21,7,0,0,106702.0,0
HealthTech,Growth,Multi-Year,Self-Serve,6956.14,4,21,18,1,0,73298.0,0
Logistics,Growth,Monthly,Dedicated-CSM,601.66,28,19,13,2,0,2680.0,0
Logistics,Startup,Quarterly,Self-Serve,421.57,1,12,8,0,0,41446.0,0
Logistics,Startup,Monthly,Dedicated-CSM,1117.75,13,14,8,5,3,27048.0,1
EdTech,Growth,Monthly,Assisted,591.55,4,16,10,3,0,22397.0,0
HealthTech,Enterprise,Monthly,Assisted,1281.83,1,22,14,2,0,158381.0,0
FinTech,Enterprise,Monthly,Self-Serve,2403.3,12,21,20,1,0,30513.0,0
HealthTech,Startup,Annual,Assisted,3121.31,12,15,5,3,1,63547.0,0
FinTech,Growth,Quarterly,Assisted,2677.18,22,16,5,1,1,170694.0,0
EdTech,Custom,Monthly,Self-Serve,1032.99,24,22,5,2,0,8185.0,0
HealthTech,Growth,Monthly,Self-Serve,1397.1,23,18,13,2,1,2808.0,0
Media,Enterprise,Annual,Dedicated-CSM,1894.48,9,25,15,5,2,18816.0,1
E-Commerce,Startup,Monthly,Assisted,300.63,17,14,4,2,0,2273.0,0
Logistics,Custom,Annual,Assisted,2175.46,15,22,10,2,0,6208.0,0
FinTech,Enterprise,Monthly,Self-Serve,388.11,9,23,7,1,0,239634.0,0
Logistics,Custom,Quarterly,Assisted,7587.78,16,19,8,0,0,161168.0,1
Media,Growth,Monthly,Assisted,949.72,52,17,16,4,2,58768.0,0
E-Commerce,Growth,Monthly,Assisted,1144.65,3,16,11,0,0,69916.0,0
E-Commerce,Custom,Monthly,Assisted,696.28,42,17,3,2,1,7570.0,0
EdTech,Startup,Monthly,,784.09,1,16,6,4,1,45223.0,0
FinTech,Startup,Monthly,Assisted,9255.56,6,15,3,3,0,8386.0,0
E-Commerce,Enterprise,Annual,Self-Serve,2978.91,6,24,18,2,1,23772.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,358.95,17,21,12,1,1,21182.0,0
FinTech,Custom,Monthly,Assisted,4810.62,2,23,22,3,1,47591.0,1
HealthTech,Startup,Quarterly,,3693.23,38,18,14,3,1,4152.0,0
FinTech,Enterprise,Annual,Assisted,1054.66,31,28,17,0,0,5461.0,0
FinTech,Enterprise,Multi-Year,Dedicated-CSM,1738.35,19,19,16,0,0,47072.0,0
FinTech,Startup,Quarterly,Self-Serve,1322.52,11,13,9,1,0,50546.0,0
Media,Growth,Quarterly,Self-Serve,7163.06,48,15,5,2,0,20767.0,0
E-Commerce,Startup,Quarterly,Assisted,680.72,31,19,11,7,3,7942.0,0
Media,Startup,Multi-Year,Self-Serve,1516.42,12,23,14,1,0,108613.0,0
HealthTech,Custom,Annual,Assisted,930.83,21,21,11,2,0,2720.0,0
HealthTech,Growth,Monthly,Self-Serve,396.2,15,22,7,2,1,63182.0,1
E-Commerce,Enterprise,Monthly,Assisted,8629.07,15,23,8,2,1,7544.0,1
HealthTech,Custom,Monthly,Self-Serve,490.62,7,23,9,2,0,50719.0,1
FinTech,Growth,Quarterly,Self-Serve,1615.03,11,21,4,1,1,54481.0,0
E-Commerce,Enterprise,Annual,Dedicated-CSM,305.03,1,25,23,0,0,81548.0,0
FinTech,Growth,Quarterly,Assisted,954.12,7,22,16,0,0,25128.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,1917.3,21,22,16,2,0,1102.0,0
EdTech,Startup,Annual,Self-Serve,664.46,55,28,18,2,1,83313.0,0
FinTech,Custom,Annual,Assisted,2205.66,59,16,12,1,1,29355.0,0
FinTech,Startup,Monthly,Assisted,1065.62,14,23,22,3,2,93895.0,0
EdTech,Startup,Annual,Dedicated-CSM,3590.58,16,22,11,3,0,74802.0,0
E-Commerce,Enterprise,Monthly,Dedicated-CSM,4262.01,3,21,16,4,2,34488.0,1
FinTech,Growth,Annual,Assisted,813.44,21,15,7,1,0,370880.0,0
Media,Growth,Annual,Assisted,1429.7,1,24,21,2,1,31002.0,0
FinTech,Growth,Quarterly,Assisted,1565.46,6,17,15,3,2,59619.0,0
EdTech,Enterprise,Annual,Assisted,2267.53,19,24,22,4,1,55403.0,0
Media,Startup,Annual,Self-Serve,1355.91,6,18,3,1,0,36497.0,0
FinTech,Startup,Quarterly,Self-Serve,1574.48,1,20,8,2,1,44016.0,0
FinTech,Startup,Monthly,Self-Serve,1089.1,32,24,7,1,0,80125.0,0
FinTech,Growth,Annual,Self-Serve,1477.27,6,22,12,7,2,42386.0,0
HealthTech,Startup,Monthly,Self-Serve,4036.97,1,17,10,6,2,29905.0,1
FinTech,Growth,Monthly,Assisted,2319.65,1,27,10,3,1,54248.0,1
EdTech,Growth,Annual,Assisted,2431.02,5,22,17,1,0,1808.0,0
FinTech,Startup,Annual,Assisted,2476.52,3,25,10,5,1,5781.0,0
E-Commerce,Growth,Monthly,Self-Serve,1175.28,26,17,15,2,2,6701.0,0
Media,Enterprise,Monthly,Self-Serve,1756.37,6,13,4,4,2,27736.0,1
Logistics,Startup,Monthly,Assisted,532.51,29,25,12,2,0,102699.0,0
E-Commerce,Growth,Monthly,Self-Serve,3938.23,3,16,11,3,3,51542.0,1
HealthTech,Growth,Monthly,Assisted,150.0,12,21,14,2,2,179894.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,1243.8,20,18,4,0,0,2038.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,3532.5,18,21,18,1,1,64008.0,0
HealthTech,Growth,Quarterly,Self-Serve,420.19,16,17,11,2,1,,0
FinTech,Growth,Monthly,Assisted,1881.48,46,15,13,3,0,1178.0,0
Logistics,Startup,Multi-Year,Dedicated-CSM,750.96,4,12,10,2,0,87414.0,0
HealthTech,Growth,Monthly,Assisted,978.99,12,18,11,1,0,8878.0,0
FinTech,Growth,Monthly,Dedicated-CSM,2993.05,38,20,18,3,1,12045.0,0
HealthTech,Startup,Monthly,Self-Serve,1585.01,1,24,21,5,3,20811.0,1
HealthTech,Growth,Quarterly,Dedicated-CSM,237.65,1,29,28,1,0,77643.0,0
Logistics,Custom,Quarterly,Self-Serve,584.08,4,20,17,1,1,48987.0,1
EdTech,Growth,Monthly,Self-Serve,3068.78,18,17,14,1,1,15385.0,0
EdTech,Growth,Monthly,Dedicated-CSM,1961.77,5,18,10,4,2,9226.0,1
FinTech,Custom,Monthly,Dedicated-CSM,5918.96,3,16,5,4,1,5801.0,0
HealthTech,Enterprise,Quarterly,Self-Serve,5598.48,11,24,22,2,1,8115.0,0
E-Commerce,Growth,Quarterly,Self-Serve,1001.34,17,22,17,0,0,101303.0,0
FinTech,Enterprise,Monthly,Self-Serve,11245.82,5,21,8,1,0,127992.0,1
HealthTech,Enterprise,Monthly,Self-Serve,1367.59,6,21,9,4,1,172035.0,0
EdTech,Growth,Monthly,Self-Serve,590.95,17,22,16,0,0,90009.0,0
FinTech,Growth,Monthly,Dedicated-CSM,781.65,52,19,11,4,0,109191.0,0
E-Commerce,Growth,Annual,Assisted,196.72,20,14,3,0,0,84669.0,0
FinTech,Custom,Monthly,Assisted,5249.91,27,17,5,2,1,158571.0,0
FinTech,Growth,Monthly,Assisted,5195.5,8,14,11,3,1,93427.0,1
FinTech,Startup,Monthly,Assisted,565.0,5,21,9,1,0,30995.0,0
Media,Enterprise,Multi-Year,Assisted,1103.56,10,22,13,1,0,19523.0,0
Logistics,Growth,Annual,Assisted,1452.83,29,15,12,2,1,43879.0,0
Media,Startup,Monthly,Self-Serve,592.11,10,17,13,2,0,46848.0,0
E-Commerce,Growth,Monthly,Assisted,301.32,33,26,8,1,0,42773.0,0
FinTech,Growth,Monthly,Assisted,1120.13,72,18,5,1,0,61332.0,0
E-Commerce,Enterprise,Quarterly,Dedicated-CSM,1019.52,1,16,10,3,2,60028.0,1
E-Commerce,Startup,Monthly,Dedicated-CSM,962.8,1,20,15,4,0,4562.0,0
Logistics,Enterprise,Annual,Assisted,1618.59,2,17,5,2,2,16810.0,0
FinTech,Growth,Quarterly,Assisted,4514.69,8,20,9,2,1,110300.0,0
E-Commerce,Startup,Annual,Self-Serve,1035.22,2,25,22,3,2,44584.0,0
FinTech,Custom,Monthly,Assisted,1548.24,36,21,20,1,0,19914.0,0
HealthTech,Growth,Annual,Self-Serve,2484.53,1,19,10,5,3,95009.0,0
EdTech,Startup,Annual,Self-Serve,2145.27,6,27,7,0,0,14320.0,0
E-Commerce,Growth,Monthly,Self-Serve,794.52,3,17,6,3,0,26314.0,0
HealthTech,Enterprise,Monthly,Assisted,1453.78,48,28,10,0,0,16166.0,0
HealthTech,Startup,Monthly,Self-Serve,2133.26,19,21,8,3,0,102533.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,513.32,43,18,10,3,1,65151.0,0
EdTech,Startup,Monthly,Self-Serve,3920.63,64,30,19,4,2,30830.0,0
Logistics,Startup,Quarterly,Dedicated-CSM,4522.64,12,14,4,3,1,134634.0,0
Media,Enterprise,Monthly,Assisted,724.61,4,18,16,1,1,131170.0,0
EdTech,Growth,Multi-Year,Self-Serve,1579.11,3,19,13,1,1,62157.0,0
HealthTech,Startup,Monthly,Self-Serve,2312.16,4,24,16,3,2,111278.0,1
EdTech,Startup,Multi-Year,Assisted,842.38,22,18,17,1,0,63540.0,0
HealthTech,Startup,Monthly,Assisted,2017.01,1,25,17,1,0,49472.0,0
HealthTech,Custom,Annual,Assisted,1538.81,1,17,16,1,0,27304.0,0
Logistics,Startup,Monthly,Self-Serve,384.63,16,12,5,2,0,15974.0,0
FinTech,Custom,Monthly,Assisted,1978.88,18,19,7,1,0,3107.0,0
Media,Growth,Annual,Dedicated-CSM,525.78,19,15,9,2,1,80690.0,0
E-Commerce,Startup,Monthly,Self-Serve,2975.96,8,37,22,2,0,6515.0,0
E-Commerce,Enterprise,Annual,Assisted,757.08,29,16,6,3,1,26411.0,0
EdTech,Growth,Quarterly,Self-Serve,1167.84,13,20,15,0,0,13370.0,0
Logistics,Enterprise,Quarterly,Assisted,4300.29,2,16,3,3,1,30314.0,1
E-Commerce,Custom,Quarterly,Assisted,2042.49,28,19,14,1,0,18916.0,0
E-Commerce,Startup,Annual,Self-Serve,535.1,55,32,18,2,1,88508.0,0
FinTech,Startup,Monthly,Self-Serve,565.28,1,19,14,5,2,191243.0,0
E-Commerce,Enterprise,Annual,Self-Serve,804.8,8,22,12,1,1,141983.0,0
FinTech,Startup,Annual,Assisted,1873.28,12,18,17,1,1,48692.0,0
EdTech,Startup,Monthly,Assisted,1816.3,2,22,10,4,2,193824.0,1
E-Commerce,Startup,Monthly,Dedicated-CSM,654.17,36,20,19,5,1,25602.0,0
EdTech,Startup,Annual,Assisted,496.64,6,20,5,0,0,36958.0,0
FinTech,Enterprise,Monthly,Self-Serve,1701.64,27,20,14,1,1,14843.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1147.59,20,22,12,2,1,114131.0,0
EdTech,Growth,Monthly,Assisted,8380.25,16,21,18,2,1,9905.0,1
FinTech,Growth,Quarterly,Assisted,1381.76,3,21,17,4,2,47143.0,0
FinTech,Growth,Monthly,Self-Serve,6261.12,4,19,15,2,0,80336.0,0
FinTech,Startup,Quarterly,Self-Serve,495.31,1,13,3,1,1,45243.0,1
Media,Enterprise,Annual,Dedicated-CSM,351.7,4,19,16,3,0,4103.0,0
EdTech,Startup,Monthly,Assisted,516.94,7,17,6,1,0,47266.0,0
HealthTech,Enterprise,Quarterly,Self-Serve,3680.34,32,16,3,0,0,72853.0,0
HealthTech,Enterprise,Multi-Year,Assisted,5959.17,8,25,9,2,1,10402.0,0
HealthTech,Growth,Annual,Dedicated-CSM,688.94,25,14,8,3,1,66771.0,0
EdTech,Growth,Annual,Self-Serve,905.53,10,19,15,2,1,105424.0,0
EdTech,Growth,Monthly,Assisted,495.9,27,17,6,3,1,215100.0,0
FinTech,Growth,Annual,,287.18,67,26,7,2,0,26387.0,0
FinTech,Enterprise,Monthly,Self-Serve,2466.73,4,25,17,3,0,1274.0,0
FinTech,Enterprise,Monthly,Assisted,1619.01,35,21,20,2,1,27157.0,0
EdTech,Startup,Monthly,Assisted,1351.42,17,27,18,1,1,53974.0,0
EdTech,Growth,Monthly,Assisted,407.46,30,18,13,1,0,110988.0,0
HealthTech,Custom,Annual,Self-Serve,5398.97,18,22,14,1,0,139116.0,0
FinTech,Custom,Monthly,Self-Serve,873.18,9,19,15,1,0,120162.0,0
FinTech,Growth,Annual,Assisted,2108.18,4,28,27,3,0,53641.0,0
Media,Growth,Annual,Self-Serve,389.02,1,23,14,1,0,57368.0,0
HealthTech,Startup,Quarterly,Assisted,1139.17,13,13,6,2,0,119.0,0
EdTech,Custom,Monthly,Self-Serve,1715.86,72,14,12,1,1,22607.0,0
E-Commerce,Startup,Quarterly,Self-Serve,1768.72,24,20,19,0,0,118681.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,1527.6,7,17,5,1,0,58498.0,0
FinTech,Startup,Monthly,Assisted,2039.26,31,17,11,0,0,31548.0,0
FinTech,Startup,Multi-Year,Dedicated-CSM,512.38,26,26,21,5,3,5505.0,0
E-Commerce,Growth,Monthly,Self-Serve,1584.09,5,18,11,4,1,14139.0,0
EdTech,Custom,Monthly,Assisted,1475.41,1,23,12,4,3,40475.0,1
E-Commerce,Startup,Annual,Self-Serve,1630.96,2,20,14,1,1,113895.0,0
E-Commerce,Growth,Monthly,Assisted,1424.38,37,13,5,2,1,5036.0,0
FinTech,Startup,Annual,Assisted,453.85,32,21,10,1,1,8347.0,0
Media,Startup,Monthly,Self-Serve,436.97,6,31,30,0,0,53211.0,0
EdTech,Growth,Monthly,Dedicated-CSM,203.95,6,19,13,4,1,17418.0,0
HealthTech,Growth,Monthly,Self-Serve,2683.57,28,20,17,2,2,9299.0,0
Media,Startup,Monthly,Assisted,2706.76,49,12,10,1,0,9827.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,2743.58,27,26,18,2,0,33924.0,0
E-Commerce,Startup,Annual,Dedicated-CSM,1738.49,16,18,15,1,0,43823.0,0
EdTech,Startup,Quarterly,Dedicated-CSM,218.51,5,18,7,2,1,117353.0,0
Logistics,Custom,Multi-Year,Self-Serve,559.64,13,19,13,3,1,37732.0,0
EdTech,Custom,Monthly,Self-Serve,1548.21,4,25,16,2,0,58765.0,0
FinTech,Startup,Quarterly,Self-Serve,1502.96,29,20,13,3,2,9964.0,0
HealthTech,Growth,Quarterly,Assisted,1108.39,8,18,6,1,0,62494.0,0
Media,Custom,Multi-Year,Assisted,1832.76,32,17,7,5,2,52305.0,0
FinTech,Startup,Monthly,Self-Serve,1352.76,8,14,6,2,0,12179.0,0
HealthTech,Enterprise,Quarterly,Assisted,1484.24,31,27,18,2,0,55339.0,0
HealthTech,Custom,Annual,Self-Serve,778.05,7,21,20,1,0,11881.0,0
HealthTech,Startup,Monthly,Self-Serve,3086.24,10,14,13,1,0,45018.0,0
E-Commerce,Startup,Annual,Assisted,928.75,17,15,5,2,1,55259.0,0
Media,Custom,Monthly,Assisted,432.23,1,20,8,2,1,59103.0,0
FinTech,Growth,Annual,Dedicated-CSM,695.51,53,18,4,2,0,119991.0,0
FinTech,Startup,Multi-Year,Self-Serve,996.06,15,16,8,2,1,147669.0,0
FinTech,Startup,Annual,Assisted,3117.86,12,23,19,0,0,83089.0,0
Logistics,Growth,Monthly,Self-Serve,1292.16,32,27,25,3,0,105494.0,0
E-Commerce,Growth,Monthly,Self-Serve,1143.41,36,20,7,1,1,976.0,0
HealthTech,Enterprise,Multi-Year,Assisted,463.42,13,28,11,1,0,22523.0,0
Logistics,Custom,Quarterly,Dedicated-CSM,2611.45,47,25,9,0,0,2027.0,0
Logistics,Startup,Monthly,Self-Serve,769.58,1,24,11,1,0,12735.0,1
Logistics,Growth,Annual,Self-Serve,1230.25,2,22,18,3,0,24041.0,0
Media,Growth,Quarterly,Assisted,4713.36,16,15,10,4,2,101087.0,1
HealthTech,Growth,Monthly,Self-Serve,2064.1,7,19,15,2,0,35847.0,0
EdTech,Startup,Monthly,Dedicated-CSM,335.62,11,24,15,2,0,52329.0,0
E-Commerce,Custom,Monthly,Assisted,297.65,7,20,8,1,0,22535.0,0
Logistics,Enterprise,Quarterly,Self-Serve,1268.18,9,24,9,1,0,46180.0,0
EdTech,Growth,Annual,Assisted,477.79,31,27,5,2,1,,0
EdTech,Growth,Quarterly,,2324.51,16,24,19,5,3,17922.0,1
EdTech,Startup,Annual,Self-Serve,1388.42,72,23,20,2,1,134601.0,0
FinTech,Growth,Annual,,1541.6,27,17,13,0,0,11996.0,0
E-Commerce,Growth,Annual,Self-Serve,734.56,5,26,6,1,0,125852.0,0
Media,Growth,Monthly,Assisted,5885.08,5,27,21,3,1,1435.0,1
Media,Custom,Annual,Self-Serve,15005.99,7,27,6,2,0,39126.0,1
FinTech,Growth,Monthly,Dedicated-CSM,1057.01,33,23,6,4,1,210565.0,0
FinTech,Growth,Quarterly,Self-Serve,1808.19,1,20,11,5,3,47052.0,1
FinTech,Enterprise,Annual,Self-Serve,1455.06,4,28,16,3,1,40469.0,0
EdTech,Startup,Monthly,Dedicated-CSM,1074.13,42,29,24,1,0,57359.0,0
Logistics,Growth,Multi-Year,Self-Serve,660.33,18,25,18,4,0,17075.0,0
FinTech,Startup,Monthly,Self-Serve,532.6,4,21,6,1,1,2771.0,0
E-Commerce,Growth,Annual,Self-Serve,510.17,4,17,6,1,0,14455.0,0
Logistics,Enterprise,Monthly,Self-Serve,1890.23,35,23,9,3,2,9694.0,0
EdTech,Growth,Multi-Year,Dedicated-CSM,861.16,40,20,5,2,0,128569.0,0
E-Commerce,Enterprise,Monthly,Assisted,150.0,5,12,5,1,1,95616.0,1
E-Commerce,Growth,Monthly,Self-Serve,1954.97,9,23,18,5,1,19115.0,0
E-Commerce,Startup,Monthly,Assisted,1296.57,32,24,9,9,4,90416.0,1
HealthTech,Enterprise,Monthly,Assisted,4207.7,26,25,21,4,2,11897.0,1
E-Commerce,Startup,Monthly,Dedicated-CSM,1839.33,30,25,14,3,0,11131.0,0
EdTech,Startup,Quarterly,Self-Serve,381.13,13,19,8,2,0,72951.0,0
Logistics,Growth,Monthly,Assisted,201.3,43,26,13,1,1,19795.0,0
E-Commerce,Startup,Monthly,Assisted,726.65,7,5,3,1,0,3349.0,0
EdTech,Startup,Monthly,Assisted,787.34,3,17,10,2,1,63646.0,0
FinTech,Growth,Annual,Assisted,2985.99,22,22,4,5,1,228304.0,0
E-Commerce,Growth,Annual,Self-Serve,1329.37,13,22,20,3,1,41733.0,0
FinTech,Growth,Annual,Assisted,3510.93,34,18,4,3,0,15304.0,0
FinTech,Custom,Annual,Assisted,434.37,1,20,19,2,1,23333.0,0
EdTech,Growth,Monthly,Dedicated-CSM,3042.62,33,13,2,3,1,52299.0,0
Media,Enterprise,Monthly,Self-Serve,2472.14,6,17,13,2,1,60429.0,0
FinTech,Startup,Monthly,Assisted,240.93,19,22,13,3,0,108724.0,0
HealthTech,Growth,Annual,Dedicated-CSM,4122.54,1,16,9,1,0,119754.0,0
Logistics,Enterprise,Multi-Year,Assisted,1450.18,16,22,5,3,1,98764.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,1869.15,22,23,8,5,1,52276.0,0
E-Commerce,Enterprise,Monthly,,642.16,8,26,21,0,0,29878.0,0
EdTech,Growth,Monthly,Self-Serve,3959.84,4,21,19,4,1,56863.0,0
E-Commerce,Startup,Monthly,Assisted,488.84,13,19,11,1,1,54915.0,0
FinTech,Growth,Quarterly,Self-Serve,2716.99,32,26,12,4,2,12294.0,1
HealthTech,Growth,Monthly,Assisted,2690.59,7,20,4,0,0,35418.0,0
EdTech,Enterprise,Multi-Year,Self-Serve,585.2,5,33,24,3,0,11673.0,0
E-Commerce,Startup,Monthly,Assisted,7229.08,5,22,9,2,1,114693.0,1
FinTech,Custom,Multi-Year,Assisted,1630.76,53,24,5,3,0,19523.0,0
EdTech,Custom,Annual,Assisted,2335.1,8,13,9,4,2,81847.0,0
FinTech,Startup,Annual,Self-Serve,365.75,1,17,10,1,0,23679.0,0
EdTech,Startup,Annual,Dedicated-CSM,8103.66,27,22,4,0,0,72140.0,0
FinTech,Enterprise,Annual,Self-Serve,473.01,21,19,5,1,0,12482.0,0
Media,Custom,Annual,Self-Serve,3200.79,2,21,15,3,3,72142.0,0
HealthTech,Growth,Annual,Self-Serve,575.04,72,25,6,1,1,9894.0,0
HealthTech,Startup,Quarterly,Dedicated-CSM,791.44,16,15,13,1,0,33747.0,0
FinTech,Growth,Multi-Year,Dedicated-CSM,2618.72,12,12,5,1,1,6031.0,0
HealthTech,Growth,Annual,Assisted,3208.05,8,11,2,1,0,37528.0,0
Logistics,Startup,Annual,Dedicated-CSM,454.6,41,16,12,3,2,85939.0,0
Media,Enterprise,Annual,Self-Serve,3384.3,5,22,13,2,1,70437.0,0
HealthTech,Startup,Monthly,Dedicated-CSM,3255.93,6,17,7,4,2,2602.0,1
HealthTech,Startup,Monthly,Self-Serve,603.5,2,19,9,2,0,33881.0,0
EdTech,Growth,Quarterly,Self-Serve,5212.69,25,20,4,5,1,95603.0,1
Logistics,Growth,Quarterly,Self-Serve,388.26,16,16,11,3,1,52506.0,0
E-Commerce,Startup,Annual,Assisted,787.56,16,14,6,4,1,3051.0,0
HealthTech,Growth,Monthly,Assisted,2012.54,4,19,14,2,0,19699.0,0
HealthTech,Startup,Quarterly,Self-Serve,648.37,18,15,10,2,1,40663.0,0
EdTech,Startup,Quarterly,Dedicated-CSM,1676.14,26,25,18,4,2,9476.0,0
FinTech,Startup,Monthly,Assisted,1644.04,7,19,15,1,0,57272.0,0
E-Commerce,Custom,Annual,Self-Serve,1142.51,29,21,14,1,0,50372.0,0
HealthTech,Growth,Annual,Assisted,2717.7,7,21,11,1,0,11310.0,1
EdTech,Growth,Monthly,Assisted,1103.12,25,21,10,0,0,39970.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,1630.77,1,18,5,5,2,83491.0,1
E-Commerce,Custom,Quarterly,Assisted,3549.28,14,22,18,2,1,23486.0,0
E-Commerce,Startup,Monthly,Assisted,2623.02,62,19,15,0,0,14184.0,0
E-Commerce,Growth,Monthly,Self-Serve,2612.64,71,20,7,4,2,60402.0,0
FinTech,Enterprise,Multi-Year,Assisted,504.31,5,17,15,3,0,3672.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,2092.41,10,19,12,3,0,89391.0,0
E-Commerce,Startup,Monthly,Self-Serve,634.78,1,18,10,2,1,143639.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,450.7,37,22,4,4,0,167317.0,0
E-Commerce,Startup,Annual,Assisted,1260.23,15,22,11,1,1,28329.0,0
EdTech,Growth,Annual,Self-Serve,621.01,8,24,17,3,2,48802.0,1
Logistics,Enterprise,Annual,Dedicated-CSM,2622.87,2,21,5,0,0,97373.0,0
HealthTech,Startup,Monthly,Assisted,2676.74,52,18,10,1,0,12643.0,0
Logistics,Enterprise,Annual,Self-Serve,265.81,13,15,14,4,1,1405.0,0
E-Commerce,Startup,Monthly,Self-Serve,662.45,5,21,16,1,1,24271.0,0
FinTech,Enterprise,Monthly,Self-Serve,387.29,7,18,11,1,1,107868.0,1
FinTech,Growth,Quarterly,Dedicated-CSM,903.94,5,29,18,1,0,35167.0,0
HealthTech,Startup,Monthly,Assisted,1972.19,16,15,3,3,2,37774.0,1
EdTech,Startup,Annual,Dedicated-CSM,1090.13,47,20,19,4,2,58797.0,0
EdTech,Custom,Multi-Year,Self-Serve,811.35,34,18,16,2,0,42727.0,0
EdTech,Startup,Monthly,Self-Serve,4044.65,11,21,15,2,0,2801.0,0
E-Commerce,Startup,Annual,Self-Serve,188.83,31,23,6,1,0,41147.0,0
